hcp_id,specialty,territory_id,region,city_tier,years_in_practice,monthly_patient_volume,category_awareness,brand_awareness,recommendation_rate,digital_engagement,rep_visits_last_quarter,pre_recall_prescriber,competitor_preference
HCP00828,Obstetrician-Gynecologist,TR29,South,T2,17,71.0,4,3,0.069,0.524,4,False,Arachitol Kids
HCP00829,Pediatrician,TR09,North,T2,10,185.0,4,3,0.129,0.657,4,False,Arachitol Kids
HCP00830,Obstetrician-Gynecologist,TR02,North,T1,16,85.0,4,2,0.026,0.489,1,False,Kidrich D3 Nano
HCP00831,Pediatrician,TR28,South,T1,1,844.0,5,4,0.139,0.694,10,False,Uprise-D3
HCP00832,Pediatrician,TR14,West,T1,6,417.0,5,3,0.099,0.94,6,False,Kidrich D3 Nano
HCP00833,General Practitioner,TR16,West,T1,9,112.0,5,4,0.079,0.647,3,False,Other / Generic
HCP00834,Pediatrician,TR36,East,T2,14,547.0,4,4,0.397,0.674,8,True,D3 Must Forte
HCP00835,Pediatrician,TR13,West,T1,10,265.0,4,3,0.214,0.604,5,True,Uprise-D3
HCP00836,Pediatrician,TR16,West,T1,22,342.0,5,5,0.516,0.448,4,True,Kidrich D3 Nano
HCP00837,Pediatrician,TR24,South,T1,14,463.0,4,4,0.269,0.592,3,True,Arachitol Kids
HCP00838,Pediatrician,TR02,North,T1,7,356.0,4,4,0.128,0.599,10,False,D3 Must Forte
HCP00839,General Practitioner,TR26,South,T1,28,136.0,4,4,0.248,0.426,4,False,D3 Must Forte
HCP00840,Pediatrician,TR16,West,T1,9,280.0,4,4,0.334,0.683,5,True,Kidrich D3 Nano
HCP00841,General Practitioner,TR06,North,T2,9,182.0,4,3,0.075,0.648,3,True,Other / Generic
HCP00842,Pediatrician,TR16,West,T1,10,291.0,5,3,0.291,0.682,5,True,Uprise-D3
HCP00843,Pediatrician,TR16,West,T1,15,376.0,4,5,0.192,0.631,5,False,Arachitol Kids
HCP00844,Pediatrician,TR24,South,T1,5,164.0,4,5,0.491,1.0,4,True,D3 Must Forte
HCP00845,Pediatrician,TR33,East,T2,5,820.0,4,4,0.314,0.24,5,False,Other / Generic
HCP00846,Obstetrician-Gynecologist,TR28,South,T1,16,75.0,4,3,0.122,0.494,3,True,Uprise-D3
HCP00847,Neonatologist,TR14,West,T1,6,207.0,3,4,0.612,0.335,8,True,No alternative (DePURA loyal)
HCP00848,Pediatrician,TR35,East,T2,5,262.0,5,5,0.483,0.685,6,True,Ultra D3
HCP00849,Pediatrician,TR28,South,T1,26,342.0,4,3,0.298,0.073,7,False,Uprise-D3
HCP00850,General Practitioner,TR01,North,T1,13,207.0,4,4,0.149,0.604,5,False,Arachitol Kids
HCP00851,Pediatrician,TR04,North,T2,25,289.0,3,4,0.523,0.522,6,True,Uprise-D3
HCP00852,Pediatrician,TR09,North,T2,25,294.0,5,3,0.089,0.54,13,True,Uprise-D3
HCP00853,Pediatrician,TR02,North,T1,9,658.0,5,2,0.127,1.0,4,True,D3 Must Forte
HCP00854,General Practitioner,TR17,West,T2,31,359.0,3,3,0.314,0.437,9,True,Uprise-D3
HCP00855,Pediatrician,TR13,West,T1,9,580.0,4,4,0.492,0.588,4,True,Arachitol Kids
HCP00856,Obstetrician-Gynecologist,TR35,East,T2,23,117.0,5,2,0.217,0.428,2,True,D3 Must Forte
HCP00857,Pediatrician,TR16,West,T1,15,345.0,4,5,0.359,0.525,1,True,D3 Must Forte
HCP00858,Pediatrician,TR09,North,T2,8,611.0,4,5,0.153,0.781,8,False,Ultra D3
HCP00859,Neonatologist,TR35,East,T2,14,116.0,5,4,0.206,0.562,3,True,Uprise-D3
HCP00860,Pediatrician,TR18,West,T3,9,259.0,4,4,0.492,0.738,6,True,Uprise-D3
HCP00861,Pediatrician,TR02,North,T1,14,722.0,4,3,0.149,0.353,5,True,Arachitol Kids
HCP00862,Pediatrician,TR02,North,T1,33,285.0,4,4,0.451,0.406,4,True,Uprise-D3
HCP00863,General Practitioner,TR24,South,T1,26,74.0,2,5,0.234,0.381,3,False,Uprise-D3
HCP00864,General Practitioner,TR18,West,T3,10,143.0,2,3,0.143,0.688,6,False,Arachitol Kids
HCP00865,Pediatrician,TR24,South,T1,4,422.0,5,5,0.756,0.877,6,True,Kidrich D3 Nano
HCP00866,Pediatrician,TR30,South,T2,8,488.0,4,5,0.667,0.796,3,True,No alternative (DePURA loyal)
HCP00867,Pediatrician,TR25,South,T3,7,147.0,5,2,0.087,0.745,6,False,Uprise-D3
HCP00868,Pediatrician,TR31,East,T1,11,501.0,4,5,0.181,0.419,6,False,Kidrich D3 Nano
HCP00869,Pediatrician,TR27,South,T2,21,303.0,4,5,0.237,0.35,5,False,Arachitol Kids
HCP00870,Pediatrician,TR24,South,T1,10,263.0,4,5,0.392,0.662,4,True,Ultra D3
HCP00871,Pediatrician,TR04,North,T2,2,402.0,3,4,0.257,0.571,4,False,Other / Generic
HCP00872,General Practitioner,TR17,West,T2,9,45.0,4,4,0.123,0.425,3,False,Ultra D3
HCP00873,General Practitioner,TR16,West,T1,11,151.0,3,3,0.098,0.771,1,False,Uprise-D3
HCP00874,General Practitioner,TR20,Central,T2,11,35.0,4,2,0.023,0.48,4,False,Other / Generic
HCP00875,General Practitioner,TR14,West,T1,7,130.0,3,2,0.067,0.796,8,False,Uprise-D3
HCP00876,Pediatrician,TR23,South,T1,3,480.0,4,4,0.244,0.697,7,False,Kidrich D3 Nano
HCP00877,General Practitioner,TR14,West,T1,22,64.0,2,2,0.03,0.252,9,False,Arachitol Kids
HCP00878,Pediatrician,TR21,Central,T3,22,383.0,2,4,0.123,0.241,1,False,Arachitol Kids
HCP00879,General Practitioner,TR14,West,T1,7,233.0,3,3,0.072,0.588,5,False,Kidrich D3 Nano
HCP00880,Pediatrician,TR31,East,T1,10,284.0,5,5,0.28,0.636,6,False,Arachitol Kids
HCP00881,General Practitioner,TR14,West,T1,6,144.0,4,3,0.044,0.381,8,False,Arachitol Kids
HCP00882,Obstetrician-Gynecologist,TR26,South,T1,9,195.0,5,3,0.032,0.402,3,False,Uprise-D3
HCP00883,Pediatrician,TR23,South,T1,6,450.0,4,5,0.185,0.612,8,False,Arachitol Kids
HCP00884,Pediatrician,TR14,West,T1,10,639.0,4,3,0.148,0.75,2,False,Arachitol Kids
HCP00885,Obstetrician-Gynecologist,TR28,South,T1,18,104.0,5,4,0.227,0.451,11,False,Ultra D3
HCP00886,Pediatrician,TR33,East,T2,32,325.0,4,5,0.657,0.225,5,True,No alternative (DePURA loyal)
HCP00887,Pediatrician,TR27,South,T2,16,482.0,4,4,0.199,0.564,2,False,Uprise-D3
HCP00888,Pediatrician,TR34,East,T3,24,371.0,5,4,0.384,0.675,2,True,Other / Generic
HCP00889,Pediatrician,TR16,West,T1,2,334.0,5,4,0.195,0.695,5,False,Uprise-D3
HCP00890,Pediatrician,TR32,East,T3,19,202.0,5,5,0.803,0.461,5,True,No alternative (DePURA loyal)
HCP00891,Obstetrician-Gynecologist,TR31,East,T1,9,168.0,4,3,0.037,0.443,3,False,Arachitol Kids
HCP00892,General Practitioner,TR27,South,T2,4,313.0,2,4,0.352,0.747,4,False,Arachitol Kids
HCP00893,Pediatrician,TR29,South,T2,17,233.0,4,3,0.053,0.65,1,False,Kidrich D3 Nano
HCP00894,General Practitioner,TR26,South,T1,9,237.0,4,4,0.169,0.728,5,True,Uprise-D3
HCP00895,Obstetrician-Gynecologist,TR18,West,T3,13,287.0,4,3,0.09,0.633,8,False,Uprise-D3
HCP00896,Pediatrician,TR21,Central,T3,19,267.0,5,4,0.428,0.67,3,False,Uprise-D3
HCP00897,General Practitioner,TR15,West,T2,6,165.0,4,3,0.134,0.817,5,False,Kidrich D3 Nano
HCP00898,Pediatrician,TR24,South,T1,16,403.0,3,3,0.141,0.489,3,False,Kidrich D3 Nano
HCP00899,Pediatrician,TR13,West,T1,14,432.0,4,4,0.364,0.639,7,True,Other / Generic
HCP00900,General Practitioner,TR27,South,T2,19,95.0,3,4,0.148,0.617,2,False,Other / Generic
HCP00901,General Practitioner,TR18,West,T3,12,125.0,3,2,0.049,0.566,6,False,Uprise-D3
HCP00902,Obstetrician-Gynecologist,TR14,West,T1,19,139.0,4,3,0.082,0.513,12,False,Ultra D3
HCP00903,Pediatrician,TR05,North,T2,12,510.0,4,5,0.488,0.688,9,True,Uprise-D3
HCP00904,Pediatrician,TR11,North,T3,8,563.0,3,4,0.36,0.404,2,False,Arachitol Kids
HCP00905,Pediatrician,TR24,South,T1,14,251.0,4,4,0.38,0.381,4,True,Kidrich D3 Nano
HCP00906,Pediatrician,TR14,West,T1,6,324.0,5,5,0.586,0.648,9,True,Uprise-D3
HCP00907,Pediatrician,TR01,North,T1,5,409.0,4,3,0.396,0.774,8,True,D3 Must Forte
HCP00908,Pediatrician,TR13,West,T1,3,371.0,4,4,0.232,0.746,4,False,Arachitol Kids
HCP00909,General Practitioner,TR14,West,T1,25,99.0,3,3,0.036,0.221,10,False,Ultra D3
HCP00910,Pediatrician,TR10,North,T2,16,341.0,5,2,0.066,0.618,8,False,Arachitol Kids
HCP00911,Pediatrician,TR12,West,T1,10,519.0,4,2,0.099,0.608,10,True,D3 Must Forte
HCP00912,Pediatrician,TR26,South,T1,16,215.0,5,5,0.511,0.484,1,True,Arachitol Kids
HCP00913,General Practitioner,TR27,South,T2,14,186.0,4,4,0.245,0.525,3,False,Uprise-D3
HCP00914,Pediatrician,TR34,East,T3,26,211.0,4,4,0.391,0.419,4,True,Ultra D3
HCP00915,Pediatrician,TR04,North,T2,17,402.0,4,5,0.275,0.457,6,True,Uprise-D3
HCP00916,Pediatrician,TR13,West,T1,25,232.0,3,5,0.309,0.263,3,False,D3 Must Forte
HCP00917,Pediatrician,TR02,North,T1,11,334.0,3,4,0.501,0.749,6,True,Kidrich D3 Nano
HCP00918,Pediatrician,TR23,South,T1,14,429.0,3,4,0.413,0.588,7,False,D3 Must Forte
HCP00919,Obstetrician-Gynecologist,TR01,North,T1,14,137.0,4,4,0.066,0.37,8,False,Other / Generic
HCP00920,Pediatrician,TR08,North,T2,13,342.0,5,4,0.457,0.554,10,True,Ultra D3
HCP00921,Pediatrician,TR23,South,T1,16,234.0,5,5,0.298,0.576,8,False,Arachitol Kids
HCP00922,Pediatrician,TR14,West,T1,40,413.0,5,4,0.37,0.401,11,True,D3 Must Forte
HCP00923,Pediatrician,TR20,Central,T2,10,263.0,5,3,0.079,0.614,3,False,Uprise-D3
HCP00924,Obstetrician-Gynecologist,TR24,South,T1,10,196.0,4,2,0.202,0.595,4,True,Other / Generic
HCP00925,General Practitioner,TR29,South,T2,11,105.0,3,4,0.214,0.355,3,True,D3 Must Forte
HCP00926,Pediatrician,TR14,West,T1,10,202.0,4,3,0.281,0.524,8,False,Ultra D3
HCP00927,General Practitioner,TR12,West,T1,14,104.0,3,3,0.164,0.621,3,True,Arachitol Kids
HCP00928,Pediatrician,TR20,Central,T2,16,299.0,4,5,0.675,0.228,7,True,Uprise-D3
HCP00929,Pediatrician,TR02,North,T1,13,381.0,4,4,0.283,0.413,3,False,Kidrich D3 Nano
HCP00930,Pediatrician,TR01,North,T1,6,411.0,5,4,0.605,1.0,8,True,Other / Generic
HCP00931,Obstetrician-Gynecologist,TR16,West,T1,18,110.0,5,5,0.242,0.545,1,False,Arachitol Kids
HCP00932,General Practitioner,TR09,North,T2,12,184.0,3,4,0.218,0.345,5,False,D3 Must Forte
HCP00933,Pediatrician,TR01,North,T1,13,285.0,5,4,0.304,0.302,6,True,Other / Generic
HCP00934,General Practitioner,TR25,South,T3,9,115.0,4,3,0.104,0.394,11,False,D3 Must Forte
HCP00935,Pediatrician,TR28,South,T1,12,603.0,4,3,0.105,0.44,9,False,D3 Must Forte
HCP00936,Pediatrician,TR05,North,T2,14,513.0,4,3,0.155,0.492,5,False,Uprise-D3
HCP00937,Pediatrician,TR22,Central,T3,9,165.0,3,5,0.486,0.753,5,False,Other / Generic
HCP00938,Pediatrician,TR36,East,T2,7,220.0,3,5,0.797,0.673,5,True,Arachitol Kids
HCP00939,Pediatrician,TR12,West,T1,31,258.0,5,5,0.58,0.363,4,True,Arachitol Kids
HCP00940,Obstetrician-Gynecologist,TR26,South,T1,6,188.0,4,2,0.036,0.883,1,False,D3 Must Forte
HCP00941,Pediatrician,TR05,North,T2,6,300.0,4,3,0.194,0.625,7,True,Arachitol Kids
HCP00942,Pediatrician,TR33,East,T2,10,293.0,5,5,0.069,0.558,4,False,Ultra D3
HCP00943,Pediatrician,TR01,North,T1,31,237.0,3,3,0.127,0.444,5,False,Arachitol Kids
HCP00944,Pediatrician,TR12,West,T1,11,413.0,5,3,0.087,0.673,4,False,Uprise-D3
HCP00945,Pediatrician,TR35,East,T2,3,191.0,4,3,0.194,0.72,6,False,Uprise-D3
HCP00946,Pediatrician,TR24,South,T1,34,219.0,5,3,0.099,0.292,2,True,Arachitol Kids
HCP00947,Pediatrician,TR09,North,T2,8,884.0,3,4,0.161,0.699,4,False,Uprise-D3
HCP00948,Pediatrician,TR28,South,T1,11,334.0,5,4,0.502,0.634,3,True,D3 Must Forte
HCP00949,Pediatrician,TR31,East,T1,8,143.0,4,5,0.182,0.674,5,False,Uprise-D3
HCP00950,General Practitioner,TR17,West,T2,3,120.0,3,5,0.4,0.787,8,False,Uprise-D3
HCP00951,Neonatologist,TR05,North,T2,9,116.0,4,4,0.507,0.581,7,True,Ultra D3
HCP00952,Pediatrician,TR11,North,T3,7,282.0,5,5,0.541,0.891,4,True,Arachitol Kids
HCP00953,General Practitioner,TR34,East,T3,13,85.0,3,3,0.066,0.226,3,False,Uprise-D3
HCP00954,General Practitioner,TR05,North,T2,9,83.0,4,4,0.311,0.823,5,True,Uprise-D3
HCP00955,General Practitioner,TR13,West,T1,17,123.0,3,3,0.042,0.556,5,False,Kidrich D3 Nano
HCP00956,General Practitioner,TR05,North,T2,20,109.0,5,3,0.051,0.591,5,False,D3 Must Forte
HCP00957,Pediatrician,TR03,North,T2,16,320.0,5,4,0.461,0.594,9,False,D3 Must Forte
HCP00958,Neonatologist,TR19,Central,T2,16,268.0,5,3,0.276,0.421,6,False,D3 Must Forte
HCP00959,Pediatrician,TR14,West,T1,16,279.0,5,4,0.587,0.555,6,True,Arachitol Kids
HCP00960,Pediatrician,TR01,North,T1,9,750.0,4,5,0.334,0.547,7,False,Uprise-D3
HCP00961,General Practitioner,TR05,North,T2,24,75.0,3,2,0.031,0.444,5,False,Kidrich D3 Nano
HCP00962,Obstetrician-Gynecologist,TR01,North,T1,16,105.0,4,3,0.086,0.743,4,False,Uprise-D3
HCP00963,Pediatrician,TR01,North,T1,10,507.0,4,3,0.186,0.475,7,True,Arachitol Kids
HCP00964,Neonatologist,TR07,North,T3,10,364.0,4,3,0.12,0.451,4,False,Ultra D3
HCP00965,General Practitioner,TR27,South,T2,17,150.0,4,5,0.284,0.319,7,True,Ultra D3
HCP00966,General Practitioner,TR01,North,T1,17,166.0,5,2,0.025,0.204,3,False,Arachitol Kids
HCP00967,Obstetrician-Gynecologist,TR12,West,T1,9,60.0,2,4,0.149,0.647,5,False,D3 Must Forte
HCP00968,General Practitioner,TR22,Central,T3,7,226.0,4,4,0.287,0.711,6,True,D3 Must Forte
HCP00969,Pediatrician,TR27,South,T2,12,402.0,5,2,0.21,0.456,4,True,Arachitol Kids
HCP00970,General Practitioner,TR25,South,T3,13,147.0,3,3,0.111,0.408,10,False,Uprise-D3
HCP00971,Pediatrician,TR36,East,T2,1,251.0,3,4,0.298,0.628,7,True,Other / Generic
HCP00972,Neonatologist,TR12,West,T1,29,248.0,4,4,0.078,0.44,0,False,Arachitol Kids
HCP00973,Obstetrician-Gynecologist,TR01,North,T1,11,179.0,5,3,0.063,0.638,3,False,Arachitol Kids
HCP00974,General Practitioner,TR01,North,T1,13,253.0,3,3,0.087,0.484,6,False,Arachitol Kids
HCP00975,Pediatrician,TR03,North,T2,8,333.0,4,3,0.445,0.264,6,True,Other / Generic
HCP00976,Pediatrician,TR35,East,T2,14,282.0,4,3,0.172,0.388,3,True,Uprise-D3
HCP00977,Pediatrician,TR22,Central,T3,10,440.0,3,4,0.496,0.486,5,False,Uprise-D3
HCP00978,Pediatrician,TR28,South,T1,9,275.0,4,4,0.405,0.742,8,False,Arachitol Kids
HCP00979,General Practitioner,TR36,East,T2,14,85.0,3,3,0.129,0.573,7,False,Arachitol Kids
HCP00980,Obstetrician-Gynecologist,TR30,South,T2,34,76.0,4,4,0.227,0.152,8,True,D3 Must Forte
HCP00981,General Practitioner,TR15,West,T2,11,398.0,4,3,0.084,0.772,9,False,Other / Generic
HCP00982,Pediatrician,TR31,East,T1,11,328.0,3,5,0.346,0.638,9,True,D3 Must Forte
HCP00983,Neonatologist,TR16,West,T1,8,246.0,2,3,0.25,0.836,4,True,Other / Generic
HCP00984,Obstetrician-Gynecologist,TR03,North,T2,12,111.0,4,2,0.133,0.406,4,True,Kidrich D3 Nano
HCP00985,General Practitioner,TR20,Central,T2,21,148.0,3,5,0.122,0.53,7,False,Ultra D3
HCP00986,Pediatrician,TR32,East,T3,23,307.0,5,5,0.544,0.0,9,False,Arachitol Kids
HCP00987,General Practitioner,TR28,South,T1,18,157.0,4,4,0.075,0.696,6,False,Kidrich D3 Nano
HCP00988,Pediatrician,TR15,West,T2,15,318.0,4,4,0.69,0.552,8,True,Ultra D3
HCP00989,Pediatrician,TR30,South,T2,16,188.0,4,3,0.36,0.44,4,True,Kidrich D3 Nano
HCP00990,General Practitioner,TR16,West,T1,15,136.0,3,3,0.092,0.572,2,False,D3 Must Forte
HCP00991,General Practitioner,TR25,South,T3,18,159.0,5,3,0.074,0.589,7,False,D3 Must Forte
HCP00992,Pediatrician,TR13,West,T1,11,325.0,4,5,0.419,0.542,2,False,Ultra D3
HCP00993,Neonatologist,TR08,North,T2,16,163.0,4,4,0.536,0.573,8,True,Ultra D3
HCP00994,Obstetrician-Gynecologist,TR13,West,T1,21,182.0,3,4,0.177,0.447,6,False,Arachitol Kids
HCP00995,General Practitioner,TR31,East,T1,7,105.0,4,4,0.106,0.611,12,False,Ultra D3
HCP00996,Pediatrician,TR36,East,T2,5,419.0,3,4,0.138,0.643,7,False,D3 Must Forte
HCP00997,Pediatrician,TR11,North,T3,14,200.0,3,2,0.178,0.864,3,True,D3 Must Forte
HCP00998,General Practitioner,TR06,North,T2,10,60.0,2,4,0.178,0.559,3,False,Uprise-D3
HCP00999,Obstetrician-Gynecologist,TR02,North,T1,20,97.0,4,3,0.085,0.61,5,False,Uprise-D3
HCP01000,Pediatrician,TR27,South,T2,22,503.0,5,4,0.64,0.476,4,True,No alternative (DePURA loyal)
HCP01001,Pediatrician,TR19,Central,T2,8,254.0,4,4,0.244,0.839,15,False,Uprise-D3
HCP01002,Pediatrician,TR21,Central,T3,12,392.0,4,4,0.369,0.36,7,True,Ultra D3
HCP01003,Pediatrician,TR01,North,T1,8,342.0,3,3,0.423,0.812,6,True,Arachitol Kids
HCP01004,General Practitioner,TR02,North,T1,12,148.0,3,3,0.058,0.695,13,False,D3 Must Forte
HCP01005,Pediatrician,TR32,East,T3,11,356.0,5,4,0.354,0.639,11,True,Uprise-D3
HCP01006,Pediatrician,TR22,Central,T3,13,480.0,5,4,0.422,0.337,1,True,Ultra D3
HCP01007,Pediatrician,TR09,North,T2,40,283.0,4,3,0.026,0.063,2,False,Kidrich D3 Nano
HCP01008,Obstetrician-Gynecologist,TR09,North,T2,23,188.0,3,3,0.163,0.633,5,True,Arachitol Kids
HCP01009,Pediatrician,TR10,North,T2,25,341.0,5,3,0.185,0.629,3,False,Ultra D3
HCP01010,Pediatrician,TR02,North,T1,11,472.0,5,5,0.274,0.433,6,False,Kidrich D3 Nano
HCP01011,General Practitioner,TR01,North,T1,11,159.0,3,5,0.252,0.471,6,False,Arachitol Kids
HCP01012,Neonatologist,TR26,South,T1,7,225.0,5,3,0.485,0.725,7,True,Arachitol Kids
HCP01013,Pediatrician,TR11,North,T3,11,306.0,5,4,0.261,0.882,9,False,D3 Must Forte
HCP01014,Pediatrician,TR14,West,T1,21,320.0,5,4,0.178,0.573,7,False,D3 Must Forte
HCP01015,General Practitioner,TR20,Central,T2,11,156.0,5,5,0.212,0.601,3,True,Uprise-D3
HCP01016,Pediatrician,TR13,West,T1,2,141.0,5,3,0.471,0.895,2,True,Ultra D3
HCP01017,Obstetrician-Gynecologist,TR16,West,T1,6,115.0,4,3,0.243,0.559,2,True,D3 Must Forte
HCP01018,General Practitioner,TR31,East,T1,19,131.0,3,4,0.18,0.397,9,True,Uprise-D3
HCP01019,Pediatrician,TR10,North,T2,16,300.0,5,3,0.151,0.577,2,True,Ultra D3
HCP01020,Obstetrician-Gynecologist,TR28,South,T1,4,65.0,4,2,0.116,0.574,6,True,Arachitol Kids
HCP01021,General Practitioner,TR11,North,T3,12,346.0,3,3,0.134,0.552,4,True,Other / Generic
HCP01022,Pediatrician,TR07,North,T3,19,350.0,4,4,0.197,0.336,9,False,Uprise-D3
HCP01023,Pediatrician,TR02,North,T1,3,328.0,4,4,0.302,0.594,8,False,Uprise-D3
HCP01024,General Practitioner,TR25,South,T3,18,176.0,2,1,0.01,0.8,3,False,Other / Generic
HCP01025,Obstetrician-Gynecologist,TR15,West,T2,16,116.0,5,3,0.035,0.737,3,False,D3 Must Forte
HCP01026,Pediatrician,TR28,South,T1,14,356.0,4,5,0.646,0.457,7,True,Uprise-D3
HCP01027,Pediatrician,TR04,North,T2,40,422.0,4,5,0.252,0.16,5,False,D3 Must Forte
HCP01028,Neonatologist,TR23,South,T1,9,188.0,4,4,0.104,0.934,4,False,Other / Generic
HCP01029,Pediatrician,TR01,North,T1,26,303.0,4,4,0.327,0.279,4,True,Other / Generic
HCP01030,Pediatrician,TR10,North,T2,22,326.0,3,3,0.076,0.59,5,False,Arachitol Kids
HCP01031,Pediatrician,TR23,South,T1,15,239.0,4,4,0.62,0.591,5,True,Uprise-D3
HCP01032,General Practitioner,TR01,North,T1,10,217.0,4,2,0.03,0.771,6,False,Uprise-D3
HCP01033,General Practitioner,TR14,West,T1,15,103.0,3,2,0.1,0.662,15,False,Uprise-D3
HCP01034,Pediatrician,TR21,Central,T3,10,132.0,4,5,0.576,0.674,2,True,Ultra D3
HCP01035,Pediatrician,TR26,South,T1,12,145.0,5,5,0.676,0.691,6,True,Kidrich D3 Nano
HCP01036,General Practitioner,TR26,South,T1,40,261.0,4,1,0.012,0.22,1,False,Kidrich D3 Nano
HCP01037,General Practitioner,TR05,North,T2,27,158.0,4,3,0.078,0.607,12,False,Arachitol Kids
HCP01038,Pediatrician,TR02,North,T1,18,432.0,5,3,0.14,0.343,4,True,Arachitol Kids
HCP01039,Pediatrician,TR14,West,T1,36,472.0,3,3,0.106,0.434,6,False,Other / Generic
HCP01040,General Practitioner,TR10,North,T2,18,126.0,3,3,0.029,0.554,5,False,D3 Must Forte
HCP01041,Pediatrician,TR12,West,T1,19,206.0,5,4,0.51,0.16,2,True,Arachitol Kids
HCP01042,Pediatrician,TR13,West,T1,30,367.0,5,4,0.439,0.518,6,True,Kidrich D3 Nano
HCP01043,Obstetrician-Gynecologist,TR15,West,T2,18,161.0,5,2,0.147,0.377,10,False,D3 Must Forte
HCP01044,Obstetrician-Gynecologist,TR19,Central,T2,31,97.0,5,3,0.227,0.252,6,True,Arachitol Kids
HCP01045,Pediatrician,TR01,North,T1,21,263.0,4,3,0.397,0.385,7,True,Arachitol Kids
HCP01046,Obstetrician-Gynecologist,TR12,West,T1,3,150.0,5,2,0.031,0.831,6,False,Arachitol Kids
HCP01047,General Practitioner,TR11,North,T3,7,226.0,4,4,0.216,0.502,7,False,Uprise-D3
HCP01048,Neonatologist,TR10,North,T2,15,308.0,5,3,0.296,0.52,8,True,Arachitol Kids
HCP01049,Neonatologist,TR28,South,T1,15,90.0,4,3,0.154,0.606,5,False,Arachitol Kids
HCP01050,General Practitioner,TR11,North,T3,13,167.0,4,2,0.068,0.588,6,False,Arachitol Kids
HCP01051,Pediatrician,TR05,North,T2,11,328.0,5,3,0.179,0.396,2,False,Arachitol Kids
HCP01052,Pediatrician,TR30,South,T2,8,544.0,4,4,0.359,0.594,8,False,Other / Generic
HCP01053,Pediatrician,TR14,West,T1,6,383.0,5,4,0.329,0.716,9,True,Arachitol Kids
HCP01054,Pediatrician,TR07,North,T3,19,428.0,4,3,0.283,0.703,2,False,Arachitol Kids
HCP01055,General Practitioner,TR27,South,T2,40,133.0,4,3,0.122,0.292,5,False,Other / Generic
HCP01056,Pediatrician,TR24,South,T1,12,595.0,5,5,0.333,0.441,5,True,D3 Must Forte
HCP01057,Obstetrician-Gynecologist,TR34,East,T3,7,68.0,4,3,0.162,0.908,3,False,Uprise-D3
HCP01058,Neonatologist,TR31,East,T1,34,173.0,4,5,0.486,0.302,5,True,Arachitol Kids
HCP01059,Pediatrician,TR26,South,T1,19,510.0,3,3,0.17,0.567,4,False,D3 Must Forte
HCP01060,General Practitioner,TR05,North,T2,9,96.0,4,4,0.214,0.599,4,False,Uprise-D3
HCP01061,Obstetrician-Gynecologist,TR17,West,T2,9,80.0,5,3,0.184,0.749,7,True,Arachitol Kids
HCP01062,General Practitioner,TR04,North,T2,16,115.0,4,4,0.064,0.378,3,False,Other / Generic
HCP01063,Neonatologist,TR20,Central,T2,2,325.0,4,3,0.13,0.716,5,False,Kidrich D3 Nano
HCP01064,Pediatrician,TR32,East,T3,6,544.0,5,4,0.405,0.517,9,True,Other / Generic
HCP01065,Pediatrician,TR01,North,T1,13,434.0,5,4,0.35,0.467,6,False,D3 Must Forte
HCP01066,Pediatrician,TR31,East,T1,7,301.0,4,5,0.622,0.753,5,True,Kidrich D3 Nano
HCP01067,Pediatrician,TR20,Central,T2,18,317.0,5,4,0.163,0.408,1,False,Kidrich D3 Nano
HCP01068,Pediatrician,TR05,North,T2,13,218.0,3,3,0.399,0.823,6,True,Other / Generic
HCP01069,General Practitioner,TR30,South,T2,27,95.0,3,5,0.237,0.39,5,False,D3 Must Forte
HCP01070,General Practitioner,TR20,Central,T2,5,158.0,3,3,0.109,0.772,6,False,Arachitol Kids
HCP01071,Pediatrician,TR16,West,T1,23,685.0,4,3,0.138,0.305,1,True,Kidrich D3 Nano
HCP01072,Pediatrician,TR18,West,T3,23,347.0,5,2,0.069,0.522,5,False,Uprise-D3
HCP01073,Pediatrician,TR05,North,T2,19,249.0,4,5,0.434,0.497,7,False,Arachitol Kids
HCP01074,Pediatrician,TR03,North,T2,16,265.0,5,3,0.535,0.422,3,True,D3 Must Forte
HCP01075,Pediatrician,TR24,South,T1,15,502.0,5,4,0.167,0.781,2,False,Kidrich D3 Nano
HCP01076,Pediatrician,TR31,East,T1,25,315.0,4,5,0.797,0.479,6,True,No alternative (DePURA loyal)
HCP01077,Obstetrician-Gynecologist,TR26,South,T1,5,62.0,4,4,0.112,0.864,4,False,Uprise-D3
HCP01078,Neonatologist,TR30,South,T2,8,167.0,4,4,0.523,0.808,5,True,Arachitol Kids
HCP01079,Pediatrician,TR30,South,T2,2,194.0,4,3,0.068,0.396,11,False,Uprise-D3
HCP01080,General Practitioner,TR01,North,T1,18,154.0,3,3,0.192,0.494,6,True,Other / Generic
HCP01081,Neonatologist,TR28,South,T1,8,442.0,4,4,0.303,0.572,9,False,Ultra D3
HCP01082,Pediatrician,TR28,South,T1,9,343.0,4,4,0.257,0.79,8,True,Uprise-D3
HCP01083,Pediatrician,TR14,West,T1,7,394.0,5,4,0.356,0.542,3,True,Arachitol Kids
HCP01084,Pediatrician,TR15,West,T2,10,727.0,5,1,0.207,0.486,6,True,D3 Must Forte
HCP01085,Pediatrician,TR27,South,T2,22,177.0,4,5,0.741,0.196,4,True,Other / Generic
HCP01086,Pediatrician,TR36,East,T2,17,883.0,3,4,0.348,0.478,4,True,D3 Must Forte
