hcp_id,specialty,territory_id,region,city_tier,monthly_patient_volume,recommendation_rate,digital_engagement,pre_recall_prescriber,hcp_segment
HCP00876,Pediatrician,TR23,South,T1,480.0,0.244,0.697,False,High-volume non/under-user
HCP00877,General Practitioner,TR14,West,T1,64.0,0.03,0.252,False,Low-opportunity
HCP00878,Pediatrician,TR21,Central,T3,383.0,0.123,0.241,False,Low-opportunity
HCP00879,General Practitioner,TR14,West,T1,233.0,0.072,0.588,False,High-volume non/under-user
HCP00880,Pediatrician,TR31,East,T1,284.0,0.28,0.636,False,Low-opportunity
HCP00881,General Practitioner,TR14,West,T1,144.0,0.044,0.381,False,Low-opportunity
HCP00882,Obstetrician-Gynecologist,TR26,South,T1,195.0,0.032,0.402,False,High-volume non/under-user
HCP00883,Pediatrician,TR23,South,T1,450.0,0.185,0.612,False,High-volume non/under-user
HCP00884,Pediatrician,TR14,West,T1,639.0,0.148,0.75,False,High-volume non/under-user
HCP00885,Obstetrician-Gynecologist,TR28,South,T1,104.0,0.227,0.451,False,Low-opportunity
HCP00886,Pediatrician,TR33,East,T2,325.0,0.657,0.225,True,Low-opportunity
HCP00887,Pediatrician,TR27,South,T2,482.0,0.199,0.564,False,High-volume non/under-user
HCP00888,Pediatrician,TR34,East,T3,371.0,0.384,0.675,True,Emerging
HCP00889,Pediatrician,TR16,West,T1,334.0,0.195,0.695,False,Emerging
HCP00890,Pediatrician,TR32,East,T3,202.0,0.803,0.461,True,Low-opportunity
HCP00891,Obstetrician-Gynecologist,TR31,East,T1,168.0,0.037,0.443,False,High-volume non/under-user
HCP00892,General Practitioner,TR27,South,T2,313.0,0.352,0.747,False,High-volume non/under-user
HCP00893,Pediatrician,TR29,South,T2,233.0,0.053,0.65,False,Low-opportunity
HCP00894,General Practitioner,TR26,South,T1,237.0,0.169,0.728,True,High-volume non/under-user
HCP00895,Obstetrician-Gynecologist,TR18,West,T3,287.0,0.09,0.633,False,High-volume non/under-user
HCP00896,Pediatrician,TR21,Central,T3,267.0,0.428,0.67,False,Low-opportunity
HCP00897,General Practitioner,TR15,West,T2,165.0,0.134,0.817,False,Emerging
HCP00898,Pediatrician,TR24,South,T1,403.0,0.141,0.489,False,Low-opportunity
HCP00899,Pediatrician,TR13,West,T1,432.0,0.364,0.639,True,High-volume non/under-user
HCP00900,General Practitioner,TR27,South,T2,95.0,0.148,0.617,False,Low-opportunity
HCP00901,General Practitioner,TR18,West,T3,125.0,0.049,0.566,False,Low-opportunity
HCP00902,Obstetrician-Gynecologist,TR14,West,T1,139.0,0.082,0.513,False,Low-opportunity
HCP00903,Pediatrician,TR05,North,T2,510.0,0.488,0.688,True,High-volume advocate
HCP00904,Pediatrician,TR11,North,T3,563.0,0.36,0.404,False,High-volume non/under-user
HCP00905,Pediatrician,TR24,South,T1,251.0,0.38,0.381,True,Low-opportunity
HCP00906,Pediatrician,TR14,West,T1,324.0,0.586,0.648,True,Emerging
HCP00907,Pediatrician,TR01,North,T1,409.0,0.396,0.774,True,Emerging
HCP00908,Pediatrician,TR13,West,T1,371.0,0.232,0.746,False,Emerging
HCP00909,General Practitioner,TR14,West,T1,99.0,0.036,0.221,False,Low-opportunity
HCP00910,Pediatrician,TR10,North,T2,341.0,0.066,0.618,False,Emerging
HCP00911,Pediatrician,TR12,West,T1,519.0,0.099,0.608,True,High-volume non/under-user
HCP00912,Pediatrician,TR26,South,T1,215.0,0.511,0.484,True,Low-opportunity
HCP00913,General Practitioner,TR27,South,T2,186.0,0.245,0.525,False,Low-opportunity
HCP00914,Pediatrician,TR34,East,T3,211.0,0.391,0.419,True,Low-opportunity
HCP00915,Pediatrician,TR04,North,T2,402.0,0.275,0.457,True,Low-opportunity
HCP00916,Pediatrician,TR13,West,T1,232.0,0.309,0.263,False,Low-opportunity
HCP00917,Pediatrician,TR02,North,T1,334.0,0.501,0.749,True,Emerging
HCP00918,Pediatrician,TR23,South,T1,429.0,0.413,0.588,False,High-volume advocate
HCP00919,Obstetrician-Gynecologist,TR01,North,T1,137.0,0.066,0.37,False,Low-opportunity
HCP00920,Pediatrician,TR08,North,T2,342.0,0.457,0.554,True,Low-opportunity
HCP00921,Pediatrician,TR23,South,T1,234.0,0.298,0.576,False,Low-opportunity
HCP00922,Pediatrician,TR14,West,T1,413.0,0.37,0.401,True,Low-opportunity
HCP00923,Pediatrician,TR20,Central,T2,263.0,0.079,0.614,False,Low-opportunity
HCP00924,Obstetrician-Gynecologist,TR24,South,T1,196.0,0.202,0.595,True,High-volume non/under-user
HCP00925,General Practitioner,TR29,South,T2,105.0,0.214,0.355,True,Low-opportunity
HCP00926,Pediatrician,TR14,West,T1,202.0,0.281,0.524,False,Low-opportunity
HCP00927,General Practitioner,TR12,West,T1,104.0,0.164,0.621,True,Low-opportunity
HCP00928,Pediatrician,TR20,Central,T2,299.0,0.675,0.228,True,Low-opportunity
HCP00929,Pediatrician,TR02,North,T1,381.0,0.283,0.413,False,Low-opportunity
HCP00930,Pediatrician,TR01,North,T1,411.0,0.605,1.0,True,Emerging
HCP00931,Obstetrician-Gynecologist,TR16,West,T1,110.0,0.242,0.545,False,Low-opportunity
HCP00932,General Practitioner,TR09,North,T2,184.0,0.218,0.345,False,Low-opportunity
HCP00933,Pediatrician,TR01,North,T1,285.0,0.304,0.302,True,Low-opportunity
HCP00934,General Practitioner,TR25,South,T3,115.0,0.104,0.394,False,Low-opportunity
HCP00935,Pediatrician,TR28,South,T1,603.0,0.105,0.44,False,High-volume non/under-user
HCP00936,Pediatrician,TR05,North,T2,513.0,0.155,0.492,False,High-volume non/under-user
HCP00937,Pediatrician,TR22,Central,T3,165.0,0.486,0.753,False,Low-opportunity
HCP00938,Pediatrician,TR36,East,T2,220.0,0.797,0.673,True,Low-opportunity
HCP00939,Pediatrician,TR12,West,T1,258.0,0.58,0.363,True,Low-opportunity
HCP00940,Obstetrician-Gynecologist,TR26,South,T1,188.0,0.036,0.883,False,High-volume non/under-user
HCP00941,Pediatrician,TR05,North,T2,300.0,0.194,0.625,True,Emerging
HCP00942,Pediatrician,TR33,East,T2,293.0,0.069,0.558,False,Low-opportunity
HCP00943,Pediatrician,TR01,North,T1,237.0,0.127,0.444,False,Low-opportunity
HCP00944,Pediatrician,TR12,West,T1,413.0,0.087,0.673,False,Emerging
HCP00945,Pediatrician,TR35,East,T2,191.0,0.194,0.72,False,Low-opportunity
HCP00946,Pediatrician,TR24,South,T1,219.0,0.099,0.292,True,Low-opportunity
HCP00947,Pediatrician,TR09,North,T2,884.0,0.161,0.699,False,High-volume non/under-user
HCP00948,Pediatrician,TR28,South,T1,334.0,0.502,0.634,True,Emerging
HCP00949,Pediatrician,TR31,East,T1,143.0,0.182,0.674,False,Low-opportunity
HCP00950,General Practitioner,TR17,West,T2,120.0,0.4,0.787,False,Low-opportunity
HCP00951,Neonatologist,TR05,North,T2,116.0,0.507,0.581,True,Low-opportunity
HCP00952,Pediatrician,TR11,North,T3,282.0,0.541,0.891,True,Low-opportunity
HCP00953,General Practitioner,TR34,East,T3,85.0,0.066,0.226,False,Low-opportunity
HCP00954,General Practitioner,TR05,North,T2,83.0,0.311,0.823,True,Low-opportunity
HCP00955,General Practitioner,TR13,West,T1,123.0,0.042,0.556,False,Low-opportunity
HCP00956,General Practitioner,TR05,North,T2,109.0,0.051,0.591,False,Low-opportunity
HCP00957,Pediatrician,TR03,North,T2,320.0,0.461,0.594,False,Low-opportunity
HCP00958,Neonatologist,TR19,Central,T2,268.0,0.276,0.421,False,High-volume non/under-user
HCP00959,Pediatrician,TR14,West,T1,279.0,0.587,0.555,True,Low-opportunity
HCP00960,Pediatrician,TR01,North,T1,750.0,0.334,0.547,False,High-volume non/under-user
HCP00961,General Practitioner,TR05,North,T2,75.0,0.031,0.444,False,Low-opportunity
HCP00962,Obstetrician-Gynecologist,TR01,North,T1,105.0,0.086,0.743,False,Low-opportunity
HCP00963,Pediatrician,TR01,North,T1,507.0,0.186,0.475,True,High-volume non/under-user
HCP00964,Neonatologist,TR07,North,T3,364.0,0.12,0.451,False,High-volume non/under-user
HCP00965,General Practitioner,TR27,South,T2,150.0,0.284,0.319,True,Low-opportunity
HCP00966,General Practitioner,TR01,North,T1,166.0,0.025,0.204,False,Low-opportunity
HCP00967,Obstetrician-Gynecologist,TR12,West,T1,60.0,0.149,0.647,False,Low-opportunity
HCP00968,General Practitioner,TR22,Central,T3,226.0,0.287,0.711,True,High-volume non/under-user
HCP00969,Pediatrician,TR27,South,T2,402.0,0.21,0.456,True,Low-opportunity
HCP00970,General Practitioner,TR25,South,T3,147.0,0.111,0.408,False,Low-opportunity
HCP00971,Pediatrician,TR36,East,T2,251.0,0.298,0.628,True,Low-opportunity
HCP00972,Neonatologist,TR12,West,T1,248.0,0.078,0.44,False,Low-opportunity
HCP00973,Obstetrician-Gynecologist,TR01,North,T1,179.0,0.063,0.638,False,High-volume non/under-user
HCP00974,General Practitioner,TR01,North,T1,253.0,0.087,0.484,False,High-volume non/under-user
HCP00975,Pediatrician,TR03,North,T2,333.0,0.445,0.264,True,Low-opportunity
HCP00976,Pediatrician,TR35,East,T2,282.0,0.172,0.388,True,Low-opportunity
HCP00977,Pediatrician,TR22,Central,T3,440.0,0.496,0.486,False,High-volume advocate
HCP00978,Pediatrician,TR28,South,T1,275.0,0.405,0.742,False,Low-opportunity
HCP00979,General Practitioner,TR36,East,T2,85.0,0.129,0.573,False,Low-opportunity
HCP00980,Obstetrician-Gynecologist,TR30,South,T2,76.0,0.227,0.152,True,Low-opportunity
HCP00981,General Practitioner,TR15,West,T2,398.0,0.084,0.772,False,High-volume non/under-user
HCP00982,Pediatrician,TR31,East,T1,328.0,0.346,0.638,True,Emerging
HCP00983,Neonatologist,TR16,West,T1,246.0,0.25,0.836,True,Emerging
HCP00984,Obstetrician-Gynecologist,TR03,North,T2,111.0,0.133,0.406,True,Low-opportunity
HCP00985,General Practitioner,TR20,Central,T2,148.0,0.122,0.53,False,Low-opportunity
HCP00986,Pediatrician,TR32,East,T3,307.0,0.544,0.0,False,Low-opportunity
HCP00987,General Practitioner,TR28,South,T1,157.0,0.075,0.696,False,Emerging
HCP00988,Pediatrician,TR15,West,T2,318.0,0.69,0.552,True,Low-opportunity
HCP00989,Pediatrician,TR30,South,T2,188.0,0.36,0.44,True,Low-opportunity
HCP00990,General Practitioner,TR16,West,T1,136.0,0.092,0.572,False,Low-opportunity
HCP00991,General Practitioner,TR25,South,T3,159.0,0.074,0.589,False,Low-opportunity
HCP00992,Pediatrician,TR13,West,T1,325.0,0.419,0.542,False,Low-opportunity
HCP00993,Neonatologist,TR08,North,T2,163.0,0.536,0.573,True,Low-opportunity
HCP00994,Obstetrician-Gynecologist,TR13,West,T1,182.0,0.177,0.447,False,High-volume non/under-user
HCP00995,General Practitioner,TR31,East,T1,105.0,0.106,0.611,False,Low-opportunity
HCP00996,Pediatrician,TR36,East,T2,419.0,0.138,0.643,False,Emerging
HCP00997,Pediatrician,TR11,North,T3,200.0,0.178,0.864,True,Low-opportunity
HCP00998,General Practitioner,TR06,North,T2,60.0,0.178,0.559,False,Low-opportunity
HCP00999,Obstetrician-Gynecologist,TR02,North,T1,97.0,0.085,0.61,False,Low-opportunity
HCP01000,Pediatrician,TR27,South,T2,503.0,0.64,0.476,True,High-volume advocate
HCP01001,Pediatrician,TR19,Central,T2,254.0,0.244,0.839,False,Low-opportunity
HCP01002,Pediatrician,TR21,Central,T3,392.0,0.369,0.36,True,Low-opportunity
HCP01003,Pediatrician,TR01,North,T1,342.0,0.423,0.812,True,Emerging
HCP01004,General Practitioner,TR02,North,T1,148.0,0.058,0.695,False,Emerging
HCP01005,Pediatrician,TR32,East,T3,356.0,0.354,0.639,True,Emerging
HCP01006,Pediatrician,TR22,Central,T3,480.0,0.422,0.337,True,High-volume advocate
HCP01007,Pediatrician,TR09,North,T2,283.0,0.026,0.063,False,Low-opportunity
HCP01008,Obstetrician-Gynecologist,TR09,North,T2,188.0,0.163,0.633,True,High-volume non/under-user
HCP01009,Pediatrician,TR10,North,T2,341.0,0.185,0.629,False,Emerging
HCP01010,Pediatrician,TR02,North,T1,472.0,0.274,0.433,False,High-volume non/under-user
HCP01011,General Practitioner,TR01,North,T1,159.0,0.252,0.471,False,Low-opportunity
HCP01012,Neonatologist,TR26,South,T1,225.0,0.485,0.725,True,Emerging
HCP01013,Pediatrician,TR11,North,T3,306.0,0.261,0.882,False,Emerging
HCP01014,Pediatrician,TR14,West,T1,320.0,0.178,0.573,False,Low-opportunity
HCP01015,General Practitioner,TR20,Central,T2,156.0,0.212,0.601,True,Emerging
HCP01016,Pediatrician,TR13,West,T1,141.0,0.471,0.895,True,Low-opportunity
HCP01017,Obstetrician-Gynecologist,TR16,West,T1,115.0,0.243,0.559,True,Low-opportunity
HCP01018,General Practitioner,TR31,East,T1,131.0,0.18,0.397,True,Low-opportunity
HCP01019,Pediatrician,TR10,North,T2,300.0,0.151,0.577,True,Low-opportunity
HCP01020,Obstetrician-Gynecologist,TR28,South,T1,65.0,0.116,0.574,True,Low-opportunity
HCP01021,General Practitioner,TR11,North,T3,346.0,0.134,0.552,True,High-volume non/under-user
HCP01022,Pediatrician,TR07,North,T3,350.0,0.197,0.336,False,Low-opportunity
HCP01023,Pediatrician,TR02,North,T1,328.0,0.302,0.594,False,Low-opportunity
HCP01024,General Practitioner,TR25,South,T3,176.0,0.01,0.8,False,Emerging
HCP01025,Obstetrician-Gynecologist,TR15,West,T2,116.0,0.035,0.737,False,Emerging
HCP01026,Pediatrician,TR28,South,T1,356.0,0.646,0.457,True,Low-opportunity
HCP01027,Pediatrician,TR04,North,T2,422.0,0.252,0.16,False,High-volume non/under-user
HCP01028,Neonatologist,TR23,South,T1,188.0,0.104,0.934,False,Emerging
HCP01029,Pediatrician,TR01,North,T1,303.0,0.327,0.279,True,Low-opportunity
HCP01030,Pediatrician,TR10,North,T2,326.0,0.076,0.59,False,Low-opportunity
HCP01031,Pediatrician,TR23,South,T1,239.0,0.62,0.591,True,Low-opportunity
HCP01032,General Practitioner,TR01,North,T1,217.0,0.03,0.771,False,High-volume non/under-user
HCP01033,General Practitioner,TR14,West,T1,103.0,0.1,0.662,False,Low-opportunity
HCP01034,Pediatrician,TR21,Central,T3,132.0,0.576,0.674,True,Low-opportunity
HCP01035,Pediatrician,TR26,South,T1,145.0,0.676,0.691,True,Low-opportunity
HCP01036,General Practitioner,TR26,South,T1,261.0,0.012,0.22,False,High-volume non/under-user
HCP01037,General Practitioner,TR05,North,T2,158.0,0.078,0.607,False,Emerging
HCP01038,Pediatrician,TR02,North,T1,432.0,0.14,0.343,True,High-volume non/under-user
HCP01039,Pediatrician,TR14,West,T1,472.0,0.106,0.434,False,High-volume non/under-user
HCP01040,General Practitioner,TR10,North,T2,126.0,0.029,0.554,False,Low-opportunity
HCP01041,Pediatrician,TR12,West,T1,206.0,0.51,0.16,True,Low-opportunity
HCP01042,Pediatrician,TR13,West,T1,367.0,0.439,0.518,True,Low-opportunity
HCP01043,Obstetrician-Gynecologist,TR15,West,T2,161.0,0.147,0.377,False,High-volume non/under-user
HCP01044,Obstetrician-Gynecologist,TR19,Central,T2,97.0,0.227,0.252,True,Low-opportunity
HCP01045,Pediatrician,TR01,North,T1,263.0,0.397,0.385,True,Low-opportunity
HCP01046,Obstetrician-Gynecologist,TR12,West,T1,150.0,0.031,0.831,False,Emerging
HCP01047,General Practitioner,TR11,North,T3,226.0,0.216,0.502,False,High-volume non/under-user
HCP01048,Neonatologist,TR10,North,T2,308.0,0.296,0.52,True,High-volume non/under-user
HCP01049,Neonatologist,TR28,South,T1,90.0,0.154,0.606,False,Low-opportunity
HCP01050,General Practitioner,TR11,North,T3,167.0,0.068,0.588,False,Low-opportunity
HCP01051,Pediatrician,TR05,North,T2,328.0,0.179,0.396,False,Low-opportunity
HCP01052,Pediatrician,TR30,South,T2,544.0,0.359,0.594,False,High-volume non/under-user
HCP01053,Pediatrician,TR14,West,T1,383.0,0.329,0.716,True,Emerging
HCP01054,Pediatrician,TR07,North,T3,428.0,0.283,0.703,False,High-volume non/under-user
HCP01055,General Practitioner,TR27,South,T2,133.0,0.122,0.292,False,Low-opportunity
HCP01056,Pediatrician,TR24,South,T1,595.0,0.333,0.441,True,High-volume non/under-user
HCP01057,Obstetrician-Gynecologist,TR34,East,T3,68.0,0.162,0.908,False,Low-opportunity
HCP01058,Neonatologist,TR31,East,T1,173.0,0.486,0.302,True,Low-opportunity
HCP01059,Pediatrician,TR26,South,T1,510.0,0.17,0.567,False,High-volume non/under-user
HCP01060,General Practitioner,TR05,North,T2,96.0,0.214,0.599,False,Low-opportunity
HCP01061,Obstetrician-Gynecologist,TR17,West,T2,80.0,0.184,0.749,True,Low-opportunity
HCP01062,General Practitioner,TR04,North,T2,115.0,0.064,0.378,False,Low-opportunity
HCP01063,Neonatologist,TR20,Central,T2,325.0,0.13,0.716,False,High-volume non/under-user
HCP01064,Pediatrician,TR32,East,T3,544.0,0.405,0.517,True,High-volume advocate
HCP01065,Pediatrician,TR01,North,T1,434.0,0.35,0.467,False,High-volume non/under-user
HCP01066,Pediatrician,TR31,East,T1,301.0,0.622,0.753,True,Emerging
HCP01067,Pediatrician,TR20,Central,T2,317.0,0.163,0.408,False,Low-opportunity
HCP01068,Pediatrician,TR05,North,T2,218.0,0.399,0.823,True,Low-opportunity
HCP01069,General Practitioner,TR30,South,T2,95.0,0.237,0.39,False,Low-opportunity
HCP01070,General Practitioner,TR20,Central,T2,158.0,0.109,0.772,False,Emerging
HCP01071,Pediatrician,TR16,West,T1,685.0,0.138,0.305,True,High-volume non/under-user
HCP01072,Pediatrician,TR18,West,T3,347.0,0.069,0.522,False,Low-opportunity
HCP01073,Pediatrician,TR05,North,T2,249.0,0.434,0.497,False,Low-opportunity
HCP01074,Pediatrician,TR03,North,T2,265.0,0.535,0.422,True,Low-opportunity
HCP01075,Pediatrician,TR24,South,T1,502.0,0.167,0.781,False,High-volume non/under-user
HCP01076,Pediatrician,TR31,East,T1,315.0,0.797,0.479,True,Low-opportunity
HCP01077,Obstetrician-Gynecologist,TR26,South,T1,62.0,0.112,0.864,False,Low-opportunity
HCP01078,Neonatologist,TR30,South,T2,167.0,0.523,0.808,True,Low-opportunity
HCP01079,Pediatrician,TR30,South,T2,194.0,0.068,0.396,False,Low-opportunity
HCP01080,General Practitioner,TR01,North,T1,154.0,0.192,0.494,True,Low-opportunity
HCP01081,Neonatologist,TR28,South,T1,442.0,0.303,0.572,False,High-volume non/under-user
HCP01082,Pediatrician,TR28,South,T1,343.0,0.257,0.79,True,Emerging
HCP01083,Pediatrician,TR14,West,T1,394.0,0.356,0.542,True,Low-opportunity
HCP01084,Pediatrician,TR15,West,T2,727.0,0.207,0.486,True,High-volume non/under-user
HCP01085,Pediatrician,TR27,South,T2,177.0,0.741,0.196,True,Low-opportunity
HCP01086,Pediatrician,TR36,East,T2,883.0,0.348,0.478,True,High-volume non/under-user
HCP01087,General Practitioner,TR36,East,T2,99.0,0.085,0.708,False,Low-opportunity
HCP01088,Pediatrician,TR16,West,T1,222.0,0.2,0.37,False,Low-opportunity
HCP01089,Pediatrician,TR28,South,T1,385.0,0.445,0.217,True,Low-opportunity
HCP01090,Pediatrician,TR16,West,T1,291.0,0.276,0.478,True,Low-opportunity
HCP01091,Pediatrician,TR31,East,T1,428.0,0.201,0.553,False,High-volume non/under-user
HCP01092,Pediatrician,TR24,South,T1,442.0,0.366,0.461,True,High-volume non/under-user
HCP01093,Pediatrician,TR33,East,T2,441.0,0.586,0.169,True,High-volume advocate
HCP01094,Pediatrician,TR36,East,T2,239.0,0.197,0.427,False,Low-opportunity
HCP01095,Pediatrician,TR13,West,T1,750.0,0.62,0.354,True,High-volume advocate
HCP01096,General Practitioner,TR36,East,T2,105.0,0.066,,False,Low-opportunity
HCP01097,Pediatrician,TR26,South,T1,236.0,0.164,0.609,True,Low-opportunity
HCP01098,General Practitioner,TR10,North,T2,114.0,0.073,0.497,False,Low-opportunity
HCP01099,Obstetrician-Gynecologist,TR01,North,T1,166.0,0.061,0.514,False,High-volume non/under-user
HCP01100,Pediatrician,TR25,South,T3,914.0,0.323,0.481,False,High-volume non/under-user
HCP01101,Pediatrician,TR09,North,T2,573.0,0.089,0.06,False,High-volume non/under-user
HCP01102,General Practitioner,TR10,North,T2,169.0,0.052,0.633,False,Emerging
HCP01103,Pediatrician,TR21,Central,T3,247.0,0.246,0.561,True,Low-opportunity
HCP01104,Obstetrician-Gynecologist,TR01,North,T1,53.0,0.18,0.613,False,Low-opportunity
HCP01105,General Practitioner,TR15,West,T2,186.0,0.046,0.788,False,Emerging
HCP01106,Pediatrician,TR28,South,T1,199.0,0.719,0.573,True,Low-opportunity
HCP01107,Pediatrician,TR01,North,T1,418.0,0.452,0.528,True,Low-opportunity
HCP01108,General Practitioner,TR24,South,T1,299.0,0.665,0.936,True,High-volume advocate
HCP01109,General Practitioner,TR05,North,T2,188.0,0.068,0.471,True,High-volume non/under-user
HCP01110,Pediatrician,TR31,East,T1,399.0,0.281,0.768,False,Emerging
HCP01111,General Practitioner,TR14,West,T1,175.0,0.155,0.944,False,Emerging
HCP01112,Pediatrician,TR28,South,T1,362.0,0.583,0.12,True,Low-opportunity
HCP01113,Obstetrician-Gynecologist,TR26,South,T1,104.0,0.052,0.669,False,Low-opportunity
HCP01114,Obstetrician-Gynecologist,TR31,East,T1,168.0,0.139,0.573,True,High-volume non/under-user
HCP01115,Pediatrician,TR19,Central,T2,261.0,0.426,0.428,True,Low-opportunity
HCP01116,Pediatrician,TR17,West,T2,278.0,0.287,0.232,True,Low-opportunity
HCP01117,Pediatrician,TR01,North,T1,339.0,0.526,0.569,True,Low-opportunity
HCP01118,Obstetrician-Gynecologist,TR19,Central,T2,162.0,0.083,0.578,False,High-volume non/under-user
HCP01119,Pediatrician,TR19,Central,T2,317.0,0.132,0.543,False,Low-opportunity
HCP01120,Pediatrician,TR23,South,T1,359.0,0.468,0.612,True,Emerging
HCP01121,General Practitioner,TR04,North,T2,137.0,0.054,0.427,False,Low-opportunity
HCP01122,Pediatrician,TR20,Central,T2,607.0,0.358,0.474,True,High-volume non/under-user
HCP01123,Pediatrician,TR16,West,T1,444.0,0.512,0.415,False,High-volume advocate
HCP01124,General Practitioner,TR23,South,T1,406.0,0.299,0.58,True,High-volume non/under-user
HCP01125,Pediatrician,TR24,South,T1,509.0,0.16,0.639,False,High-volume non/under-user
